nombre de noeuds,degre moyen,distance moyenne,dynamique de propagation,proportion propagation,nombre de honeypots,nombre de smart honeypots,probabilite I -> S,probabilite S -> R,degre du noeud source,epidemic peak,time to extinction
97,26.79381443298969,4.415378006872852,1,0,14,11,0.2669655970329466,0.1873315737372618,4,4,26
113,30.831858407079647,4.541087231352718,1,0,8,8,0.11437294459880314,0.117058680571267,6,23,97
84,23.55952380952381,4.103270223752151,1,0,8,1,0.014218885541159555,0.002930779962554109,5,84,22102
79,22.28481012658228,3.8445309964297305,1,0,5,0,0.21852034116433036,0.0187151128331549,7,63,437
96,26.552083333333332,4.327412280701754,1,0,16,10,0.2732414915605949,0.17534745733110021,4,1,20
109,29.825688073394495,4.581379544682297,1,0,30,8,0.2947703205685694,0.049438937543202305,4,21,93
63,18.261904761904763,3.5396825396825395,1,0,8,6,0.04166415863693078,0.12867032148977295,4,21,110
52,15.51923076923077,3.1945701357466065,1,0,10,9,0.22527279393630364,0.08459788403795604,6,9,55
96,26.5625,4.289254385964912,1,0,20,1,0.09492734958904143,0.14546116046788923,6,14,49
61,17.75409836065574,3.5202185792349727,1,0,1,1,0.26160649033172056,0.0498648959284661,4,33,173
97,26.824742268041238,4.3868127147766325,1,0,27,16,0.15564204613738336,0.1017298168671959,5,20,39
119,32.34873949579832,4.659735080472867,1,0,18,13,0.019343851694308124,0.16489796747156776,6,15,39
112,30.589285714285715,4.593629343629344,1,0,30,10,0.24907846028840552,0.1281781586463274,5,5,46
109,29.825688073394495,4.485898742779477,1,0,2,0,0.011045364107890601,0.16065614943256945,6,24,1114
67,19.261194029850746,3.6110357304387155,1,0,19,2,0.07201580512184919,0.08715992418813608,10,29,113
40,12.375,3.0743589743589745,1,0,10,9,0.22409009984495334,0.06463025213785677,5,11,64
65,18.753846153846155,3.625,1,0,2,0,0.15591468251801166,0.1743039920087762,5,12,32
63,18.261904761904763,3.5622119815668203,1,0,8,5,0.1702522356931606,0.07298352905927884,5,22,96
89,24.84269662921348,3.963738508682329,1,0,6,0,0.08083629788852575,0.09654792933148289,4,21,91
46,13.945652173913043,3.101449275362319,1,0,12,11,0.25522616833611683,0.1409305753601555,6,3,42
43,13.19767441860465,2.97452934662237,1,0,0,0,0.19523825470880654,0.05561603256164809,6,25,219
68,19.529411764705884,3.5395083406496926,1,0,10,4,0.18857108268507186,0.002322517313078265,6,62,2848
52,15.442307692307692,3.2963800904977374,1,0,6,0,0.2298230920361978,0.13168802421236278,5,11,69
82,23.054878048780488,3.9445950015055704,1,0,17,2,0.18812356248265016,0.07729222784663095,8,25,77
104,28.567307692307693,4.442681105302465,1,0,13,8,0.24478272031958326,0.09919399840194992,6,15,66
